ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-516674,Source2,3,2022-09-05 07:32:06+00:00,2022-09-05 08:34:35+00:00,41.714443,-87.642914,,,0.0,Lane blocked due to crash on I-57 Southbound at Exit 357 IL-1 Halsted St.,S Halsted St,Chicago,Cook,IL,60628,US,US/Central,KMDW,2022-09-05 07:53:00,70.0,70.0,76.0,29.41,10.0,NNE,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-516777,Source2,1,2022-09-05 06:46:08+00:00,2022-09-05 07:47:22+00:00,41.997391,-87.70931999999998,,,0.0,Crash on Kedzie Ave at Devon Ave.,W Devon Ave,Chicago,Cook,IL,60659-1424,US,US/Central,KORD,2022-09-05 06:51:00,67.0,67.0,84.0,29.35,10.0,NE,12.0,0.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-516862,Source2,1,2022-09-05 05:03:43+00:00,2022-09-05 06:04:21+00:00,41.894939,-87.624237,,,0.0,Crash on Michigan Ave near Huron St.,N Michigan Ave,Chicago,Cook,IL,60611-2501,US,US/Central,KMDW,2022-09-05 04:53:00,70.0,70.0,78.0,29.38,10.0,NNE,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Day
A-516902,Source2,1,2022-09-05 04:48:02+00:00,2022-09-05 05:48:29+00:00,41.909801,-87.653122,,,0.0,Crash on Sheffield Ave at Kingsbury St.,N Kingsbury St,Chicago,Cook,IL,60642-2533,US,US/Central,KMDW,2022-09-05 04:53:00,70.0,70.0,78.0,29.38,10.0,NNE,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-516928,Source2,3,2022-09-05 04:20:05+00:00,2022-09-05 04:49:33+00:00,41.8162,-87.630112,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Expy Westbound at Exit 56 43rd St.,I-90 Express Lane,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-09-05 03:53:00,70.0,70.0,81.0,29.38,10.0,NE,9.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-517138,Source2,3,2022-09-04 09:34:11+00:00,2022-09-04 10:18:16+00:00,41.923588,-87.68001600000002,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Exit 47A Fullerton Ave.,Kennedy Expy W,Chicago,Cook,IL,60647,US,US/Central,KMDW,2022-09-04 09:48:00,73.0,73.0,83.0,29.44,7.0,NE,9.0,0.13,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-517871,Source2,3,2022-09-02 04:24:51+00:00,2022-09-02 05:09:56+00:00,41.757931,-87.625809,,,0.0,Lane blocked due to crash on I-94 Dan Ryan Expy Eastbound at Exit 60 75th St.,Dan Ryan Expy E,Chicago,Cook,IL,60620,US,US/Central,KMDW,2022-09-02 04:53:00,74.0,74.0,71.0,29.36,10.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-518012,Source2,2,2022-09-02 16:05:40+00:00,2022-09-02 16:34:42+00:00,41.904812,-88.150581,,,0.0,Lane blocked due to crash on CR-7 St Charles Rd at CR-43 County Farm Rd.,27W203 Saint Charles Rd,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-09-02 15:52:00,81.0,81.0,56.0,29.21,10.0,S,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-518347,Source2,3,2022-09-02 08:58:28+00:00,2022-09-02 09:48:43+00:00,41.78759,-87.631454,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Expy Westbound at Exit 58 59th St.,I-94 Express Lane,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-09-02 08:53:00,78.0,78.0,62.0,29.39,10.0,VAR,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-518348,Source2,3,2022-09-02 07:46:01+00:00,2022-09-02 08:15:43+00:00,41.976749,-87.746803,,,0.0,Lane blocked due to crash on I-94 Edens Expy Westbound at Exit 42 Foster Ave.,,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-09-02 07:51:00,73.0,73.0,73.0,29.32,10.0,S,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-518481,Source2,3,2022-09-02 07:49:14+00:00,2022-09-02 08:18:20+00:00,41.990318,-87.751091,,,0.0,Lane blocked due to crash on I-94 Edens Expy Westbound at Exit 41 US-14 Peterson Ave.,Edens Expy W,Chicago,Cook,IL,60646,US,US/Central,KORD,2022-09-02 07:51:00,73.0,73.0,73.0,29.32,10.0,S,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-518492,Source2,3,2022-09-02 07:41:33+00:00,2022-09-02 08:11:10+00:00,41.85218,-87.64518699999998,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Westbound at Exit 53 Chinatown Feeder.,Dan Ryan Expy W,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-09-02 07:53:00,75.0,75.0,69.0,29.39,10.0,S,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-518505,Source2,1,2022-09-02 08:31:41+00:00,2022-09-02 09:17:04+00:00,41.975891,-87.689148,,,0.0,Crash on Western Ave near US-41 Foster Ave.,W Foster Ave,Chicago,Cook,IL,60625,US,US/Central,KORD,2022-09-02 08:51:00,76.0,76.0,67.0,29.33,10.0,S,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-518542,Source2,3,2022-09-02 07:13:24+00:00,2022-09-02 07:42:27+00:00,41.871059,-87.764015,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 23B Central Ave.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-09-02 06:53:00,73.0,73.0,71.0,29.39,10.0,SSW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-518633,Source2,3,2022-09-02 07:22:15+00:00,2022-09-02 07:51:58+00:00,41.910511,-87.66489399999998,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 48B IL-64.,I-90 Express Lane,Chicago,Cook,IL,60642,US,US/Central,KMDW,2022-09-02 06:53:00,73.0,73.0,71.0,29.39,10.0,SSW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-518645,Source2,3,2022-09-02 07:12:06+00:00,2022-09-02 07:41:51+00:00,41.91813300000001,-87.670975,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 48A Armitage Ave.,I-90 E,Chicago,Cook,IL,60614,US,US/Central,KMDW,2022-09-02 06:53:00,73.0,73.0,71.0,29.39,10.0,SSW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-518779,Source2,3,2022-09-02 07:16:59+00:00,2022-09-02 07:46:29+00:00,41.768452,-87.62561,,,0.0,Lane blocked due to crash on I-94 Dan Ryan Expy Westbound at Exit 59 69th St.,Dan Ryan Expy W,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-09-02 06:53:00,73.0,73.0,71.0,29.39,10.0,SSW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-518844,Source2,1,2022-09-02 05:25:23+00:00,2022-09-02 06:26:38+00:00,41.791401,-87.723099,,,0.0,Crash on 56th St at Pulaski Rd.,S Pulaski Rd,Chicago,Cook,IL,60629-4418,US,US/Central,KMDW,2022-09-02 05:53:00,72.0,72.0,73.0,29.38,10.0,WSW,5.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,True,False,False,False,False,Night,Night,Day,Day
A-518876,Source2,3,2022-09-02 05:03:32+00:00,2022-09-02 05:33:11+00:00,41.823238,-87.723907,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Northbound at Exit 287 Pulaski Rd.,S Pulaski Rd,Chicago,Cook,IL,60632,US,US/Central,KMDW,2022-09-02 04:53:00,74.0,74.0,71.0,29.36,10.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-518941,Source2,1,2022-09-01 05:09:53+00:00,2022-09-01 06:08:20+00:00,41.750961,-87.625839,,,0.0,Crash on I-94 Eastbound at 79th St.,W 79th St,Chicago,Cook,IL,60620-1124,US,US/Central,KMDW,2022-09-01 04:53:00,70.0,70.0,76.0,29.35,10.0,W,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-519226,Source3,2,2022-09-01 15:47:50+00:00,2022-09-01 16:28:40+00:00,41.921951,-88.20877800000002,,,0.0,Lane blocked due to crash on IL-59 at Diversey Pkwy.,3N387 S Il Route 59,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-09-01 15:52:00,84.0,84.0,53.0,29.21,10.0,SW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-519318,Source2,2,2022-09-01 15:48:16+00:00,2022-09-01 16:28:43+00:00,41.884621,-88.20491,,,0.0,Lane blocked due to crash on Main St at Washington St.,W Washington St,West Chicago,DuPage,IL,60185-2803,US,US/Central,KDPA,2022-09-01 15:52:00,84.0,84.0,53.0,29.21,10.0,SW,12.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-519745,Source2,3,2022-09-01 08:12:18+00:00,2022-09-01 08:41:30+00:00,41.823238,-87.723907,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Southbound at Exit 287 Pulaski Rd.,S Pulaski Rd,Chicago,Cook,IL,60632,US,US/Central,KMDW,2022-09-01 07:53:00,73.0,73.0,68.0,29.38,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-519757,Source2,3,2022-09-01 07:37:42+00:00,2022-09-01 08:05:53+00:00,41.964085,-87.745956,,,0.0,Lane blocked due to crash on I-94 Edens Expy Westbound near Exit 43A Wilson Ave.,Edens Expy N,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-09-01 07:51:00,71.0,71.0,70.0,29.32,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-519797,Source2,3,2022-09-01 07:28:55+00:00,2022-09-01 08:13:22+00:00,41.946358,-87.718597,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 45A Addison St.,Kennedy Expy E,Chicago,Cook,IL,60618,US,US/Central,KORD,2022-09-01 07:51:00,71.0,71.0,70.0,29.32,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-520292,Source2,3,2022-08-31 05:39:02+00:00,2022-08-31 06:53:21+00:00,41.930885,-87.693359,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 46B Diversey Ave.,I-90 Express Lane,Chicago,Cook,IL,60647,US,US/Central,KMDW,2022-08-31 05:53:00,64.0,64.0,67.0,29.36,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-520759,Source2,2,2022-08-31 03:34:08+00:00,2022-08-31 04:02:34+00:00,41.78030800000001,-87.630775,,,0.0,Crash on I-90 Express Lane Westbound at Exit 58A 63rd St.,I-94 Express Lane,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-08-31 03:53:00,65.0,65.0,68.0,29.35,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Night
A-520760,Source2,2,2022-08-31 03:48:03+00:00,2022-08-31 04:16:48+00:00,41.896828,-87.658447,,,0.0,Crash on I-90 Kennedy Expy Westbound at Exit 49B Chicago Ave.,Kennedy Expy W,Chicago,Cook,IL,60642,US,US/Central,KMDW,2022-08-31 03:53:00,65.0,65.0,68.0,29.35,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-520761,Source2,2,2022-08-31 03:46:18+00:00,2022-08-31 04:14:48+00:00,41.675915,-87.661728,,,0.0,Crash on I-57 Northbound at Exit 354 119th St.,I-57,Chicago,Cook,IL,60643,US,US/Central,KMDW,2022-08-31 03:53:00,65.0,65.0,68.0,29.35,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-520793,Source2,3,2022-08-31 05:37:27+00:00,2022-08-31 06:07:00+00:00,41.67870300000001,-87.661713,,,0.0,Lane blocked due to crash on I-57 Northbound at Exit 354 119th St.,I-57,Chicago,Cook,IL,60643,US,US/Central,KMDW,2022-08-31 05:53:00,64.0,64.0,67.0,29.36,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-520794,Source2,3,2022-08-31 05:38:01+00:00,2022-08-31 06:07:39+00:00,41.91813300000001,-87.670975,,,0.0,Two lanes blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 48A Armitage Ave.,I-90 E,Chicago,Cook,IL,60614,US,US/Central,KMDW,2022-08-31 05:53:00,64.0,64.0,67.0,29.36,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-520795,Source2,3,2022-08-31 14:57:55+00:00,2022-08-31 15:42:21+00:00,41.954742,-87.73266600000002,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Exit 44A IL-19 Irving Park Rd.,I-90 Express Lane,Chicago,Cook,IL,60641,US,US/Central,KORD,2022-08-31 14:51:00,84.0,84.0,41.0,29.27,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-521106,Source2,3,2022-08-31 07:54:01+00:00,2022-08-31 08:23:21+00:00,41.694263,-87.659653,,,0.0,Lane blocked due to crash on I-57 Northbound at Exit 355 111th St.,W 110th St,Chicago,Cook,IL,60643-3620,US,US/Central,KMDW,2022-08-31 07:53:00,69.0,69.0,58.0,29.37,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-521108,Source2,3,2022-08-31 08:12:21+00:00,2022-08-31 08:41:44+00:00,41.874218,-87.720261,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 26A Hamlin blvd.,S Independence Blvd,Chicago,Cook,IL,60624,US,US/Central,KMDW,2022-08-31 07:53:00,69.0,69.0,58.0,29.37,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-521109,Source2,3,2022-08-31 06:08:49+00:00,2022-08-31 06:37:56+00:00,41.880512,-87.645821,,,0.0,Lane blocked due to crash on I-64 Eastbound at Exit 51F-G Adams St .,W Monroe St,Chicago,Cook,IL,60661,US,US/Central,KMDW,2022-08-31 05:53:00,64.0,64.0,67.0,29.36,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-521348,Source2,3,2022-08-31 08:11:21+00:00,2022-08-31 08:40:25+00:00,41.940514,-87.71075400000002,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound before Exits 45B Avondale Ave .,Kennedy Expy E,Chicago,Cook,IL,60618,US,US/Central,KORD,2022-08-31 07:51:00,66.0,66.0,68.0,29.31,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-521369,Source3,1,2022-08-31 06:45:45+00:00,2022-08-31 07:15:15+00:00,42.334221,-87.871651,,,0.0,Crash on CR-A29 C Pulaski Dr Westbound at IL-131 Green Bay Rd.,Casimir Pulaski Dr,North Chicago,Lake,IL,60064,US,US/Central,KUGN,2022-08-31 06:55:00,61.0,61.0,78.0,29.24,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-521424,Source2,3,2022-08-31 06:08:49+00:00,2022-08-31 07:11:07+00:00,41.880512,-87.645821,,,0.0,Lane blocked due to crash on I-90 Eastbound after Exit 51F-G Adams St .,W Monroe St,Chicago,Cook,IL,60661,US,US/Central,KMDW,2022-08-31 05:53:00,64.0,64.0,67.0,29.36,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-521425,Source2,3,2022-08-31 06:38:46+00:00,2022-08-31 07:37:44+00:00,41.875549,-87.641052,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 29b I-90.,S Clinton St,Chicago,Cook,IL,60607,US,US/Central,KMDW,2022-08-31 06:53:00,65.0,65.0,68.0,29.37,10.0,W,7.0,0.0,Fair,False,False,True,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-521426,Source2,3,2022-08-31 06:08:49+00:00,2022-08-31 07:11:07+00:00,41.880512,-87.645821,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound before Exit 51F-G Adams St .,W Monroe St,Chicago,Cook,IL,60661,US,US/Central,KMDW,2022-08-31 05:53:00,64.0,64.0,67.0,29.36,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-522072,Source2,3,2022-08-30 14:52:47+00:00,2022-08-30 15:22:13+00:00,41.964085,-87.745956,,,0.0,Lane closed due to crash on I-94 Edens Expy Westbound at Exit 43A Wilson Ave.,Edens Expy N,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-08-30 14:51:00,79.0,79.0,39.0,29.21,10.0,WNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-522301,Source2,3,2022-08-30 08:52:09+00:00,2022-08-30 09:21:46+00:00,41.871063,-87.77377299999998,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Exit 23A Austin Blvd.,23A,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-08-30 08:53:00,74.0,74.0,55.0,29.27,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-522326,Source2,3,2022-08-30 08:16:28+00:00,2022-08-30 09:01:27+00:00,41.82935,-87.704735,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Southbound at Exit 289 Kedzie Ave.,Stevenson Expy S,Chicago,Cook,IL,60623,US,US/Central,KMDW,2022-08-30 07:53:00,72.0,72.0,59.0,29.27,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-522327,Source2,3,2022-08-30 08:03:06+00:00,2022-08-30 08:48:08+00:00,41.830818,-87.69976,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Southbound at Exit 289 California Ave.,Stevenson Expy S,Chicago,Cook,IL,60623,US,US/Central,KMDW,2022-08-30 07:53:00,72.0,72.0,59.0,29.27,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-522346,Source2,3,2022-08-30 09:29:41+00:00,2022-08-30 10:00:00+00:00,41.81102,-87.762878,,,0.0,Crash on I-55 Stevenson Expy Southbound at Exit 285 Central Ave.,Adlai E Stevenson Expy S,Chicago,Cook,IL,60638,US,US/Central,KMDW,2022-08-30 09:53:00,77.0,77.0,50.0,29.28,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-522390,Source2,3,2022-08-30 08:51:19+00:00,2022-08-30 09:20:53+00:00,41.809544,-87.63134000000002,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Westbound at Exit 56 47th St.,I-90 Express Lane,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-08-30 08:53:00,74.0,74.0,55.0,29.27,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-522501,Source2,3,2022-08-30 07:31:17+00:00,2022-08-30 08:16:06+00:00,41.714844,-87.64335600000004,,,0.0,Lane blocked due to crash on I-57 Southbound at I-57 Exit 357 IL-1 Halsted St.,I-57,Chicago,Cook,IL,60643,US,US/Central,KMDW,2022-08-30 07:53:00,72.0,72.0,59.0,29.27,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-522506,Source2,1,2022-08-30 07:23:54+00:00,2022-08-30 07:53:46+00:00,41.801071,-87.689133,,,0.0,Crash on 51st St at Rockwell St.,W 51st St,Chicago,Cook,IL,60632-1542,US,US/Central,KMDW,2022-08-30 06:53:00,69.0,69.0,73.0,29.25,10.0,W,8.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-522507,Source2,1,2022-08-30 08:10:36+00:00,2022-08-30 08:55:46+00:00,41.90353,-87.65412099999998,,,0.0,Crash truck involved on Division St at Cherry Ave.,W Division St,Chicago,Cook,IL,60642-4215,US,US/Central,KMDW,2022-08-30 07:53:00,72.0,72.0,59.0,29.27,10.0,WNW,12.0,0.0,Fair,False,False,True,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-522576,Source2,1,2022-08-30 07:10:39+00:00,2022-08-30 07:56:12+00:00,41.735802,-87.663063,,,0.0,Crash on Ashland Ave at 87th St.,S Ashland Ave,Chicago,Cook,IL,60620,US,US/Central,KMDW,2022-08-30 06:53:00,69.0,69.0,73.0,29.25,10.0,W,8.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-522802,Source2,3,2022-08-30 05:57:35+00:00,2022-08-30 06:43:14+00:00,41.809422,-87.631393,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Westbound at Exit 56 47th St.,I-90 Express Lane,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-08-30 05:53:00,69.0,69.0,73.0,29.25,10.0,WSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Day,Day,Day
A-522991,Source2,3,2022-08-30 04:55:02+00:00,2022-08-30 05:24:47+00:00,41.823238,-87.723907,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Northbound at Exit 287 Pulaski Rd.,S Pulaski Rd,Chicago,Cook,IL,60632,US,US/Central,KMDW,2022-08-30 04:53:00,70.0,70.0,76.0,29.24,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-523035,Source2,3,2022-08-30 04:44:05+00:00,2022-08-30 05:13:40+00:00,41.817348,-87.74282099999998,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Northbound at Exit 286 IL-50 Cicero Ave.,Adlai E Stevenson Expy N,Chicago,Cook,IL,60632,US,US/Central,KMDW,2022-08-30 04:53:00,70.0,70.0,76.0,29.24,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-523598,Source2,3,2022-08-29 07:55:45+00:00,2022-08-29 08:25:20+00:00,41.688717,-87.599983,,,0.0,Lane blocked due to crash on I-94 Bishop Ford Fwy Eastbound at Exit 66 111th St.,Bishop Ford Fwy W,Chicago,Cook,IL,60628,US,US/Central,KMDW,2022-08-29 07:53:00,78.0,78.0,76.0,29.17,10.0,SSW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-523600,Source2,3,2022-08-29 07:43:17+00:00,2022-08-29 08:27:55+00:00,41.967754,-87.75544000000002,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Exit 84 Lawrence Ave.,W Lawrence Ave,Chicago,Cook,IL,60630-3823,US,US/Central,KORD,2022-08-29 07:51:00,75.0,75.0,84.0,29.1,10.0,SSW,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-523722,Source2,3,2022-08-29 08:23:54+00:00,2022-08-29 08:53:18+00:00,41.830818,-87.69976,,,2.1199998855590816,Lane blocked due to crash on I-55 Stevenson Expy Southbound between Exit 290 Damen Ave and Exit 288 California Ave.,Stevenson Expy S,Chicago,Cook,IL,60623,US,US/Central,KMDW,2022-08-29 07:53:00,78.0,78.0,76.0,29.17,10.0,SSW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
