ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-543934,Source2,2,2022-08-07 02:06:33+00:00,2022-08-07 02:36:18+00:00,40.802391,-73.97331199999998,,,0.0,Lane blocked due to crash on NY-9A Henry Hudson Pkwy Southbound at St Clair Pl.,Henry Hudson Pkwy,New York,New York,NY,10025,US,US/Eastern,KNYC,2022-08-07 02:09:00,81.0,81.0,77.0,30.08,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-544006,Source2,3,2022-08-07 13:44:33+00:00,2022-08-07 14:28:40+00:00,40.847923,-73.942825,,,1.8999999761581416,Center lane blocked due to crash on I-95 George Washington Bridge (lower level) Northbound from Exit 72 / New Jersey to Exit 1 / New York.,Riverside Dr,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-08-07 13:51:00,90.0,90.0,52.0,30.02,10.0,SW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544014,Source2,3,2022-08-07 13:26:23+00:00,2022-08-07 14:10:58+00:00,40.847923,-73.942825,,,1.8999999761581416,Center lane blocked due to crash on I-95 George Washington Bridge Northbound from Exit 72 / New Jersey to Exit 1 / New York.,Riverside Dr,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-08-07 13:51:00,90.0,90.0,52.0,30.02,10.0,SW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544021,Source2,3,2022-08-07 13:14:17+00:00,2022-08-07 13:58:06+00:00,40.796959,-73.922264,,,1.2300000190734863,Three lanes blocked due to crash on Robert F Kennedy Brg Southbound from Harlem River Dr Exits 17 18 19 to I-278 Exit 46.,Central Rd,New York,New York,NY,10035-1161,US,US/Eastern,KNYC,2022-08-07 12:51:00,91.0,91.0,53.0,30.04,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544150,Source2,2,2022-08-06 00:30:05+00:00,2022-08-06 02:00:08+00:00,40.85022,-73.94497700000002,,,0.0,One lane blocked due to crash on NY-9A Henry Hudson Pkwy Westbound at I-95 Exit 1 / NY-9A.,George Washington Bridge,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-08-06 00:51:00,82.0,82.0,62.0,30.08,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-545649,Source2,2,2022-08-04 20:55:54+00:00,2022-08-04 22:14:44+00:00,40.764938,-73.952347,,,0.0,Left lane blocked due to crash on Fdr Dr Southbound at 71st St.,FDR Dr S,New York,New York,NY,10021,US,US/Eastern,KNYC,2022-08-04 20:51:00,84.0,84.0,65.0,29.95,10.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-546244,Source2,3,2022-08-04 11:30:32+00:00,2022-08-04 12:00:00+00:00,40.84404,-73.931534,,,0.6200000047683716,Exit ramp from I-95 George Washington Bridge Northbound to Harlem Riv Dr lane blocked due to crash.,,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-08-04 11:51:00,89.0,,50.0,29.95,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-546734,Source2,2,2022-08-04 07:25:27+00:00,2022-08-04 07:54:17+00:00,40.849148,-73.94017,,,0.0,Right lane blocked due to crash on George Washington Bridge Upper Level Eastbound at Broadway.,Cross Bronx Expy,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-08-04 07:51:00,79.0,79.0,66.0,29.98,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-546837,Source2,2,2022-08-03 21:07:40+00:00,2022-08-03 21:52:22+00:00,40.727573,-73.971863,,,0.0,Right lane blocked due to crash on Fdr Dr Southbound at Avenue C.,FDR Dr S,New York,New York,NY,10009,US,US/Eastern,KJRB,2022-08-03 20:51:00,78.0,78.0,68.0,29.89,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-547347,Source2,3,2022-08-03 11:11:50+00:00,2022-08-03 11:41:22+00:00,40.796959,-73.922264,,,0.0,Two lanes blocked due to crash on I-278 Robert F Kennedy Brg Northbound between Exit 46A Hell Gate Cir and Exit 46 Central Rd.,Central Rd,New York,New York,NY,10035-1161,US,US/Eastern,KNYC,2022-08-03 10:51:00,80.0,80.0,58.0,29.91,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-548333,Source3,2,2022-08-02 14:08:22+00:00,2022-08-02 14:37:36+00:00,40.808182,-73.934578,,,0.0,Two lanes blocked due to crash on Harlem River Dr Southbound at Exit 19 127th St.,Harlem River Dr,New York,New York,NY,10037,US,US/Eastern,KNYC,2022-08-02 13:51:00,87.0,87.0,53.0,29.7,10.0,W,7.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-549267,Source2,3,2022-08-01 18:04:27+00:00,2022-08-01 18:34:33+00:00,40.847923,-73.942825,,,1.8999999761581416,Right lane blocked due to crash on I-95 George Washington Bridge lower level Northbound from Exit 72 / New Jersey to Exit 1 / New York.,Riverside Dr,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-08-01 18:10:00,73.0,73.0,84.0,29.79,8.0,W,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-550481,Source2,3,2022-07-31 10:47:12+00:00,2022-07-31 11:31:37+00:00,40.847923,-73.942825,,,1.8999999761581416,Center lane blocked due to crash on I-95 George Washington Bridge (upper level) Northbound from Exit 72 / New Jersey to Exit 1 / New York.,Riverside Dr,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-07-31 10:51:00,81.0,81.0,44.0,30.09,10.0,ENE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-550553,Source2,2,2022-07-30 00:54:32+00:00,2022-07-30 01:54:02+00:00,40.742912,-73.971672,,,0.0,Two lanes blocked due to crash on Fdr Dr Service Rd Southbound at Exit 8 / Marginal St.,FDR Dr N,New York,New York,NY,10010,US,US/Eastern,KNYC,2022-07-30 00:51:00,75.0,75.0,76.0,29.81,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-550623,Source2,3,2022-07-30 19:58:28+00:00,2022-07-30 20:27:18+00:00,40.850464,-73.94686899999998,,,0.0,Center lane blocked due to crash on I-95 George Washington Bridge Upper Level Northbound on New York side.,George Washington Bridge,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-07-30 19:51:00,83.0,83.0,36.0,29.99,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-552084,Source2,2,2022-07-29 06:43:07+00:00,2022-07-29 07:11:53+00:00,40.764938,-73.952347,,,0.0,Crash on FDR Dr Southbound near 71st St.,FDR Dr S,New York,New York,NY,10021,US,US/Eastern,KNYC,2022-07-29 06:51:00,75.0,75.0,76.0,29.8,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-552812,Source2,3,2022-07-28 13:04:08+00:00,2022-07-28 13:33:13+00:00,40.83897,-73.933144,,,0.1099999994039535,Entry ramp to George Washington Bridge at Exit 24 from Harlem River Dr Northbound lane blocked due to crash.,Harlem River Dr,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-07-28 12:51:00,85.0,85.0,63.0,29.75,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-554013,Source2,3,2022-07-27 13:46:46+00:00,2022-07-27 14:45:59+00:00,40.704464,-73.99469,,,0.0,Right lane blocked due to crash on I-278 Brooklyn Queens Expy Westbound on Brooklyn Brg.,Brooklyn Brg,New York,New York,NY,10038,US,US/Eastern,KJRB,2022-07-27 13:51:00,83.0,,46.0,29.83,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-555152,Source3,2,2022-07-26 16:41:15+00:00,2022-07-26 17:10:52+00:00,40.769279,-73.948669,,,0.0,Center lane blocked due to crash on Fdr Dr Southbound at 78th St.,FDR Dr S,New York,New York,NY,10021,US,US/Eastern,KNYC,2022-07-26 16:51:00,79.0,79.0,44.0,29.87,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-555600,Source3,2,2022-07-26 08:27:01+00:00,2022-07-26 08:56:20+00:00,40.849884,-73.943855,,,0.0,Left lane closed due to crash on George Washington Bridge Upper Level Eastbound at NY-9A.,George Washington Bridge,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-07-26 08:51:00,73.0,73.0,59.0,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-556737,Source2,2,2022-07-25 08:57:18+00:00,2022-07-25 09:25:53+00:00,40.84753,-73.934738,,,0.0,Right lane blocked due to crash on Washington Bridge Lower Level Eastbound at Harlem Dr.,Cross Bronx Expy,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-07-25 08:51:00,83.0,83.0,72.0,29.76,10.0,VAR,7.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-557810,Source2,2,2022-07-22 20:15:06+00:00,2022-07-22 20:59:36+00:00,40.821651,-73.95829,,,0.5199999809265137,Two lanes blocked due to crash on NY-9A Henry Hudson Pkwy Northbound between St Clair Pl and Exit 12 Marginal St.,W 135th St,New York,New York,NY,10027,US,US/Eastern,KNYC,2022-07-22 19:51:00,80.0,80.0,62.0,29.81,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-558987,Source2,2,2022-07-21 21:58:09+00:00,2022-07-21 23:13:20+00:00,40.785603,-73.984085,,,0.0,Two lanes blocked due to crash on NY-9A Henry Hudson Pkwy Northbound at 79th St.,Henry Hudson Pkwy,New York,New York,NY,10024,US,US/Eastern,KNYC,2022-07-21 21:51:00,88.0,88.0,42.0,29.62,10.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-559508,Source2,2,2022-07-21 10:01:30+00:00,2022-07-21 10:46:10+00:00,40.778553,-73.94323,,,0.0,Right lane blocked due to crash on Fdr Dr Southbound after 91st St.,FDR Dr S,New York,New York,NY,10128,US,US/Eastern,KNYC,2022-07-21 09:51:00,85.0,85.0,69.0,29.58,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-559558,Source2,2,2022-07-21 09:56:03+00:00,2022-07-21 10:41:58+00:00,40.768394,-73.949371,,,0.0,Right lane blocked due to crash on Fdr Dr Southbound at 78th St.,FDR Dr S,New York,New York,NY,10021,US,US/Eastern,KNYC,2022-07-21 09:51:00,85.0,85.0,69.0,29.58,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-559770,Source3,2,2022-07-21 07:59:19+00:00,2022-07-21 08:59:26+00:00,40.849926,-73.944069,,,0.0,Right lane blocked due to crash on George Washington Bridge Lower Level Eastbound at NY-9A.,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-07-21 07:51:00,81.0,81.0,77.0,29.58,10.0,VAR,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-560148,Source2,2,2022-07-21 05:42:57+00:00,2022-07-21 06:11:46+00:00,40.758682,-73.958748,,,0.0,Two lanes blocked and queueing traffic due to crash on FDR Dr Northbound near Exit 12 61st St.,Ed Koch Queensboro Brg E,New York,New York,NY,10022,US,US/Eastern,KNYC,2022-07-21 05:51:00,79.0,79.0,77.0,29.57,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-561684,Source2,2,2022-07-19 15:46:20+00:00,2022-07-19 16:15:51+00:00,40.80275,-73.93148000000002,,,0.0,Right lane blocked due to crash on Harlem River Dr Southbound at Willis Avenue Bridge .,E 126th St,New York,New York,NY,10035-1409,US,US/Eastern,KNYC,2022-07-19 15:51:00,89.0,89.0,42.0,29.67,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-562734,Source2,2,2022-07-18 00:18:26+00:00,2022-07-18 01:04:51+00:00,40.80275,-73.93148000000002,,,0.0,Left lane blocked due to crash on Harlem River Dr Southbound before Exit 17 / Robert F Kennedy Brg.,E 126th St,New York,New York,NY,10035-1409,US,US/Eastern,KNYC,2022-07-18 00:51:00,80.0,80.0,67.0,29.91,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-563788,Source2,2,2022-07-18 05:46:26+00:00,2022-07-18 06:15:46+00:00,40.831009,-73.935097,,,0.0,Two lanes blocked due to crash on Harlem River Dr Southbound at Exit 23 Frederick Douglass Blvd.,Harlem River Dr S,New York,New York,NY,10039,US,US/Eastern,KNYC,2022-07-18 05:51:00,77.0,77.0,82.0,29.87,9.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-563916,Source2,2,2022-07-17 02:53:14+00:00,2022-07-17 03:52:46+00:00,40.791019,-73.936111,,,0.0,One lane blocked due to crash on Fdr Dr Northbound at Exit 14 96th St.,FDR Dr N,New York,New York,NY,10029,US,US/Eastern,KNYC,2022-07-17 02:51:00,75.0,75.0,76.0,29.94,10.0,VAR,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-564112,Source2,3,2022-07-17 14:19:27+00:00,2022-07-17 15:03:55+00:00,40.785152,-73.92997,,,1.9600000381469729,Right lane blocked due to crash on I-278 Robert F Kennedy Brg Northbound from Exit 45 32nd St to Exit 46 Central Rd.,Robert F Kennedy Brg,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-07-17 13:51:00,79.0,79.0,66.0,29.92,10.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-564344,Source2,2,2022-07-16 20:48:15+00:00,2022-07-16 21:17:31+00:00,40.754951,-73.962158,,,0.0,Two lanes blocked due to crash on Fdr Dr Southbound before Exit 11 53rd St.,FDR Dr S,New York,New York,NY,10022,US,US/Eastern,KNYC,2022-07-16 20:51:00,74.0,74.0,85.0,29.94,10.0,CALM,0.0,0.0,Fair,True,False,False,False,True,False,False,False,False,True,False,False,False,Night,Day,Day,Day
A-566167,Source2,2,2022-07-14 19:13:47+00:00,2022-07-14 19:43:29+00:00,40.821701,-73.958405,,,0.0,Two lanes blocked due to crash on NY-9A Henry Hudson Pkwy Northbound at Exit 12 Marginal St.,W 135th St,New York,New York,NY,10031-8300,US,US/Eastern,KNYC,2022-07-14 18:51:00,86.0,86.0,36.0,29.87,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-566425,Source2,3,2022-07-14 16:04:06+00:00,2022-07-14 16:33:42+00:00,40.847923,-73.942825,,,1.8999999761581416,Two lanes blocked due to crash on I-95 George Washington Bridge upper level Northbound from Exit 72 / New Jersey to Exit 1 / New York.,Riverside Dr,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-07-14 15:51:00,85.0,85.0,44.0,29.86,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-568754,Source2,3,2022-07-12 15:11:27+00:00,2022-07-12 15:41:05+00:00,40.847923,-73.942825,,,1.8999999761581416,Left lane blocked due to crash on I-95 George Washington Bridge upper level Northbound from Exit 72 / New Jersey to Exit 1 / New York.,Riverside Dr,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-07-12 14:51:00,89.0,89.0,48.0,29.61,10.0,SSW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-568756,Source2,2,2022-07-12 13:18:17+00:00,2022-07-12 14:17:57+00:00,40.785603,-73.984085,,,0.0,Two lanes blocked due to crash on NY-9A Henry Hudson Pkwy Northbound before 79th St.,Henry Hudson Pkwy,New York,New York,NY,10024,US,US/Eastern,KNYC,2022-07-12 12:51:00,87.0,,51.0,29.65,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-569124,Source2,3,2022-07-12 07:24:17+00:00,2022-07-12 08:52:04+00:00,40.851482,-73.951378,,,0.0,Two lanes blocked due to crash on George Washington Bridge Westbound on lower level.,George Washington Brg Lower Level,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-07-12 07:41:00,72.0,,81.0,29.72,10.0,,,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-569209,Source2,2,2022-07-12 06:25:58+00:00,2022-07-12 07:38:55+00:00,40.78146,-73.98687,,,0.0,Right lane blocked due to crash on NY-9A Henry Hudson Pkwy Southbound at 72nd St.,Henry Hudson Pkwy N,New York,New York,NY,10024,US,US/Eastern,KNYC,2022-07-12 06:12:00,71.0,71.0,81.0,29.73,10.0,SW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-569523,Source2,2,2022-07-11 19:12:35+00:00,2022-07-11 19:42:15+00:00,40.814739,-73.964104,,,0.0,Two lanes blocked due to crash on NY-9A Henry Hudson Pkwy Northbound near St Clair Pl.,Henry Hudson Pkwy,New York,New York,NY,10027,US,US/Eastern,KNYC,2022-07-11 18:51:00,76.0,76.0,48.0,29.76,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-569656,Source2,2,2022-07-11 17:54:37+00:00,2022-07-11 18:24:11+00:00,40.715771,-73.979012,,,0.0,Center lane blocked due to crash on Williamsburg Brg Westbound from Brooklyn to Manhattan.,Williamsburg Brg W,New York,New York,NY,10002,US,US/Eastern,KJRB,2022-07-11 17:51:00,78.0,78.0,48.0,29.77,10.0,VAR,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-569827,Source2,3,2022-07-11 15:44:01+00:00,2022-07-11 16:28:45+00:00,40.83897,-73.933144,,,0.1099999994039535,Entry ramp to Cross Bronx Expy Westbound from Harlem River Dr Northbound lane blocked due to crash.,Harlem River Dr,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-07-11 15:51:00,81.0,81.0,44.0,29.8,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-570359,Source2,2,2022-07-11 05:40:21+00:00,2022-07-11 06:09:46+00:00,40.779694,-73.943901,,,0.0,Two lanes blocked due to crash on Fdr Dr Northbound at 91st St.,FDR Dr S,New York,New York,NY,10128,US,US/Eastern,KNYC,2022-07-11 05:51:00,67.0,67.0,68.0,29.9,10.0,VAR,3.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-570402,Source2,2,2022-07-11 05:40:21+00:00,2022-07-11 06:09:46+00:00,40.779694,-73.943901,,,0.0,One lane blocked due to crash on Fdr Dr Southbound at 91st St.,FDR Dr S,New York,New York,NY,10128,US,US/Eastern,KNYC,2022-07-11 05:51:00,67.0,67.0,68.0,29.9,10.0,VAR,3.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-570441,Source2,2,2022-07-09 22:29:59+00:00,2022-07-10 01:08:14+00:00,40.802555,-73.930328,,,0.0,Left lane blocked due to crash on Harlem River Dr Southbound at Exit 17.,Harlem River Dr,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-07-09 22:51:00,73.0,73.0,55.0,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-570675,Source2,3,2022-07-10 10:54:52+00:00,2022-07-10 11:39:27+00:00,40.847923,-73.942825,,,1.8999999761581416,Right lane closed due to crash on I-95 George Washington Bridge (upper level) Northbound from Exit 72 / New Jersey to Exit 1 / New York.,Riverside Dr,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-07-10 10:51:00,73.0,73.0,46.0,30.01,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-570697,Source2,3,2022-07-10 09:24:52+00:00,2022-07-10 10:09:05+00:00,40.788437,-73.928101,,,3.3399999141693115,Right lane blocked due to crash on I-278 Robert F Kennedy Brg Northbound from Exit 45 I-278-TRUCK Hoyt Ave to Exit 46A Hell Gate Cir.,Robert F Kennedy Bridge,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-07-10 09:51:00,72.0,72.0,46.0,30.01,10.0,NE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-570812,Source2,3,2022-07-09 20:36:26+00:00,2022-07-09 21:05:04+00:00,40.847946,-73.942787,,,1.8999999761581416,Center lane blocked due to crash on I-95 George Washington Bridge Northbound between New Jersey side and New York side.,Haven Ave,New York,New York,NY,10033-5312,US,US/Eastern,KNYC,2022-07-09 20:51:00,74.0,74.0,50.0,29.93,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-570861,Source2,2,2022-07-09 17:44:54+00:00,2022-07-09 18:45:06+00:00,40.754951,-73.962158,,,0.0,Two lanes blocked due to crash on Fdr Dr Northbound after Exit 11 53rd St.,FDR Dr S,New York,New York,NY,10022,US,US/Eastern,KNYC,2022-07-09 17:51:00,82.0,82.0,38.0,29.91,10.0,CALM,0.0,0.0,Fair,True,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
